nombre,codigo,descripcion,tipo_unidad,tipo
"ABRAZADERAS TITAN DE 1/2"" PARA GAS ",H1684,"ABRAZADERAS TITAN DE 1/2"" PARA GAS ",UND,Inventario
DETECTOR DE HUMO CONVENCIONAL 4/2 HAGROY,H1685,DETECTOR DE HUMO CONVENCIONAL 4/2 HAGROY,UND,Inventario
ESTACION MANUAL CONVENCIONAL 4/2 HAGROY,H1686,ESTACION MANUAL CONVENCIONAL 4/2 HAGROY,UND,Inventario
LLAVE TF DE 20MM,H1687,LLAVE TF DE 20MM,UND,Inventario
LUZ ESTROBOSCOPICA 24V HAGROY,H1688,LUZ ESTROBOSCOPICA 24V HAGROY,UND,Inventario
TEE TF DE 25MM A 20MM,H1689,TEE TF DE 25MM A 20MM,UND,Inventario
amarraderas plásticas,H1690,amarraderas plásticas,UND,Inventario
PANEL CONVENCIONAL DE 5 ZONAS HAGROY,H1691,PANEL CONVENCIONAL DE 5 ZONAS HAGROY,UND,Inventario
CODO 3/4X90 ACERO NEGRO,H1692,CODO 3/4X90 ACERO NEGRO,UND,Inventario
UNION ACERO NEGRO 1/2 ROSCADA,H1693,UNION ACERO NEGRO 1/2 ROSCADA,UND,Inventario
"CODO ACERO NEGRO 1/2""X90 ROSACADO",H1694,"CODO ACERO NEGRO 1/2""X90 ROSACADO",UND,Inventario
CODO ACERO NEGRO 3/4X90 ROSCADO,H1695,CODO ACERO NEGRO 3/4X90 ROSCADO,UND,Inventario
TEE RANURADA 2 1/2 ACERO NEGRO,H1696,TEE RANURADA 2 1/2 ACERO NEGRO,UND,Inventario
cinta roja,H1697,cinta roja,UND,Inventario
cinta azul,H1698,cinta azul,UND,Inventario
W-40,H1699,W-40,UND,Inventario
REDUCCION PVC DESAGUE DE 75MM A 50MM,H1700,REDUCCION PVC DESAGUE DE 75MM A 50MM,UND,Inventario
